ID,sample_idx,ax,ay,az,gx,gy,gz
64,2,492,-1108,-17000,-18,-95,-1098
64,3,208,-596,-17160,-50,83,-78
64,4,-480,-868,-16996,261,-141,1852
64,5,176,-1012,-16916,172,-19,1233
64,6,308,196,-16868,276,9,344
64,7,1088,-2936,-17112,-72,95,971
64,8,124,-164,-16976,99,-91,-92
64,9,108,-176,-17088,111,-90,-59
65,0,64,-228,-17016,145,-90,-22
65,1,-312,-360,-16904,122,-141,360
65,2,332,-392,-16368,78,6,-1004
65,3,2724,-1064,-17152,142,98,-531
65,4,660,-548,-17180,30,-147,-1355
65,5,644,-572,-16804,-71,-12,-960
65,6,-252,-828,-17136,-56,-40,691
65,7,-464,24,-17460,388,-44,-1478
65,8,-1640,-216,-16948,-91,-114,-2220
65,9,544,-1776,-16792,303,123,-2241
66,0,-420,-1020,-16872,61,30,-2085
66,1,-396,-608,-16652,58,53,-1317
66,2,-176,-636,-17172,315,-296,738
66,3,-164,-576,-17084,92,130,-379
66,4,-592,-476,-16464,297,-92,-1769
66,5,-600,460,-16676,-3,-263,-1901
66,6,384,1060,-17336,-38,-99,-700
66,7,-1096,-576,-16736,139,-159,679
66,8,564,-152,-16856,84,-111,1077
66,9,20,436,-16832,101,-247,-859
67,0,-892,-332,-16688,140,-101,-127
67,1,-596,-432,-16792,168,59,445
67,2,160,380,-16796,111,-104,-124
67,3,212,-428,-16904,74,43,845
67,4,636,-128,-16844,157,215,402
67,5,780,-244,-16896,127,-75,66
67,6,556,-552,-16740,118,-148,-549
67,7,2420,88,-16972,66,-8,-758
67,8,704,-296,-16952,101,5,1091
67,9,1684,-552,-16888,117,-148,-52
68,0,668,4,-16912,87,0,-29
68,1,820,-340,-16944,-11,-25,-31
68,2,356,-604,-16676,138,-304,-454
68,3,488,60,-16860,40,-45,-641
68,4,520,28,-16832,165,140,139
68,5,-28,536,-17140,238,-356,686
68,6,412,740,-17256,-30,-124,-327
68,7,148,-24,-17040,225,-41,565
68,8,-1068,152,-16976,-59,14,-344
68,9,-1204,852,-16484,-75,16,1026
69,0,-908,1496,-17096,53,11,1143
69,1,-996,160,-17212,372,-67,2167
69,2,-944,-1404,-17716,102,4,2748
69,3,-1128,-1784,-16548,216,-20,2636
69,4,104,-2552,-17952,366,-203,1464
69,5,-988,-1052,-16584,11,-32,812
69,6,-472,-840,-16992,0,16,439
69,7,560,-232,-17524,302,-119,686
69,8,1136,-28,-17020,47,145,376
69,9,696,-908,-16696,1,102,-687
70,0,272,-664,-16556,326,-108,-519
70,1,568,444,-17160,2,-125,-220
70,2,1056,-164,-17056,129,-12,-156
70,3,96,-356,-17048,137,-83,-32
70,4,84,-224,-17008,87,-53,-69
70,5,104,-200,-17092,94,-81,-59
70,6,68,-260,-16928,150,-114,-45
70,7,724,0,-16996,61,-55,2939
70,8,1016,-384,-16968,20,-51,-2360
70,9,760,412,-16636,-10,31,-1336
71,0,1272,-160,-16996,54,110,-964
71,1,1044,-256,-17160,94,-273,-870
71,2,448,-1052,-16608,223,-98,-1071
71,3,152,-928,-16684,-76,212,-1173
71,4,-844,304,-17020,-75,-7,-672
71,5,-496,-552,-17228,25,-105,-535
71,6,160,-156,-17248,170,-96,-311
71,7,-344,212,-16900,147,89,-607
71,8,-560,-320,-16824,79,-43,-221
71,9,-600,-68,-17032,168,-149,746
72,0,176,-224,-16996,79,-7,-101
72,1,204,-196,-17008,92,-17,-86
72,2,60,-344,-16968,97,-42,-69
72,3,-1724,264,-17076,68,-7,-3473
72,4,-368,-480,-17032,117,-102,272
72,5,-1056,-104,-16988,174,40,132
72,6,-536,-488,-17156,28,86,89
72,7,-212,-548,-17220,220,108,-494
72,8,-364,-900,-16820,1,77,-625
72,9,260,-888,-16860,408,-580,-522
73,0,1560,-1748,-17148,-3,124,-1086
73,1,2344,-792,-16932,239,-217,-2388
73,2,2396,-1060,-17604,199,-79,-2330
73,3,1728,892,-17792,-8,22,374
73,4,1628,1420,-16688,274,151,52
73,5,1228,-800,-16672,104,-260,94
73,6,956,656,-16692,121,-86,425
73,7,-164,376,-17280,215,-113,1563
73,8,-1192,364,-17240,16,11,1498
73,9,-884,120,-17184,-143,-28,1087
74,0,-956,-344,-16808,-11,-40,191
74,1,-272,-368,-16908,-30,21,1126
74,2,-1660,-212,-17060,125,9,754
74,3,48,-252,-17064,84,-41,-72
74,4,172,-260,-16956,82,-55,-79
74,5,20,-352,-16992,55,-19,-1534
74,6,-240,-704,-17384,73,-27,-1078
74,7,-876,-880,-17128,108,-72,-590
74,8,-1296,-536,-16824,165,-91,-1059
74,9,-1124,-688,-16580,-150,-74,-1108
75,0,-552,148,-17720,289,-90,-1708
75,1,-64,124,-16528,87,-86,-1385
75,2,-632,656,-16636,-147,-17,-631
75,3,-144,900,-16976,-10,-304,220
75,4,-80,1056,-16732,59,-206,1488
75,5,744,1120,-16784,121,-81,741
75,6,1232,428,-17572,-143,40,2134
75,7,1480,-1808,-17320,178,-41,2230
75,8,2324,-404,-17064,187,-272,-1258
75,9,2004,-20,-16604,41,-94,-166
76,0,924,-1212,-16656,36,-204,980
76,1,-200,-1168,-16804,-33,382,798
76,2,-56,-664,-17440,413,227,-303
76,3,-780,-196,-17500,4,-180,-1225
76,4,-272,-476,-17116,44,-191,-457
76,5,-1108,-756,-16968,241,102,286
76,6,-1584,-88,-17100,38,-8,236
76,7,172,-276,-16972,55,48,-86
76,8,156,-188,-17008,138,-137,-31
76,9,128,-252,-17056,87,-37,-61
77,0,64,-256,-16956,73,-50,-71
77,1,456,304,-16980,-121,151,-1752
77,2,520,-2464,-16448,56,-135,-1239
77,3,192,-1708,-17056,184,-307,-2489
77,4,476,-1068,-16164,42,90,-4107
77,5,-20,-1112,-17312,145,0,-3359
77,6,-100,-288,-16468,143,-10,-2928
77,7,-636,-684,-17584,105,-74,-2827
77,8,224,-332,-16516,11,-170,-965
77,9,860,1816,-17060,-83,104,1444
78,0,372,2696,-17104,10,-15,1027
78,1,208,-160,-16980,181,-133,1323
78,2,76,-276,-17032,106,-50,-117
78,3,28,1444,-16980,75,-35,487
78,4,-28,508,-17044,187,-237,828
78,5,-92,792,-17376,154,60,1416
78,6,-644,256,-16940,-70,177,2766
78,7,188,-620,-16944,-9,-64,2976
78,8,-1552,-36,-16372,-211,218,1882
78,9,-548,-352,-15856,-53,105,2837
79,0,-1264,-1252,-17468,281,-302,2358
79,1,-572,-864,-16288,243,-112,2754
79,2,276,-3224,-17564,364,-278,2343
79,3,-180,-2308,-16088,185,238,1817
79,4,1416,-2168,-16692,110,-254,2346
79,5,660,-1080,-16612,-15,65,-358
79,6,1284,-1288,-16996,336,44,-1542
79,7,564,-464,-16648,7,-159,-1394
79,8,-84,-348,-16612,146,22,206
79,9,336,-44,-17176,234,-150,-635
80,0,-304,1316,-17156,99,-231,-1682
80,1,-564,2316,-17308,63,-66,-917
80,2,96,-272,-17096,108,-27,-85
80,3,172,-324,-17012,82,-83,-83
80,4,88,-244,-17136,87,-54,-79
80,5,360,700,-16852,54,-133,-1355
80,6,-324,1176,-17084,24,-17,-161
80,7,32,-432,-17604,-80,68,-720
80,8,428,-952,-17716,189,92,2294
80,9,800,-1160,-16604,122,0,2105
81,0,832,-896,-16916,-212,-20,1508
81,1,712,8,-17128,33,34,1435
81,2,1120,-696,-17160,67,-76,123
81,3,492,-1504,-16800,50,-149,-909
81,4,-24,-616,-17868,66,-31,-927
81,5,780,-1856,-16952,2,-104,198
81,6,132,-1336,-17112,-141,45,-888
81,7,732,-1424,-16552,178,-256,-1603
81,8,792,-1968,-16136,87,-119,-2620
81,9,-504,-1364,-17192,100,126,-3629
82,0,-748,328,-17300,177,12,-794
82,1,-476,-776,-16436,36,11,-1519
82,2,-184,904,-17768,109,-30,-1378
82,3,4,768,-16824,97,-285,-907
82,4,-48,636,-17456,239,-129,-612
82,5,252,1956,-17508,132,-50,-1580
82,6,432,744,-17024,112,-36,-752
82,7,244,-276,-16880,132,-111,-44
82,8,100,-236,-17104,103,-70,721
82,9,-8,-288,-16984,56,-76,-64
83,0,40,-268,-17036,108,-78,-51
83,1,144,-268,-17000,61,-62,-79
83,2,40,164,-17036,131,-88,-3271
83,3,860,-140,-16940,38,-80,-4884
83,4,552,-796,-17464,194,53,-24220
83,5,1192,992,-16680,2171,7147,-23887
83,6,4916,-1348,-17020,1496,-975,-11201
83,7,3856,-1928,-16932,357,-6175,-9230
83,8,1928,360,-16824,1735,-483,-8060
83,9,596,-1644,-16640,236,-197,316
84,0,988,-2476,-17824,95,-42,1347
84,1,-660,-1964,-16156,202,-129,-1497
84,2,200,-496,-17184,-627,194,-174
84,3,604,-236,-17436,426,-74,-121
84,4,-748,-1180,-17340,260,-34,-533
84,5,-584,284,-17000,64,14,-920
84,6,956,-1020,-16732,164,36,-1338
84,7,-1012,960,-17412,-29,-259,-2338
84,8,-344,40,-17088,184,-301,-1385
84,9,-3376,-1012,-17884,-563,-202,-5210
85,0,-756,468,-16768,325,-170,-1210
85,1,-944,1560,-17560,272,-215,-529
85,2,648,2544,-16904,103,-137,2690
85,3,2516,1808,-16592,37,-219,30
85,4,2032,748,-17184,-269,-126,75
85,5,792,444,-16448,250,-365,-197
85,6,1376,-796,-16692,97,-160,-439
85,7,1188,-784,-16992,94,-168,-962
85,8,648,-1180,-17092,-14,-67,-1156
85,9,-568,-896,-16764,-45,336,-65
86,0,-104,-1100,-17012,90,106,-697
86,1,-324,-836,-16920,158,-83,-646
86,2,32,-252,-16952,-15,41,-91
86,3,-72,-1032,-16736,14,-114,-804
86,4,-380,-504,-17184,87,-5,-75
86,5,448,-2140,-16304,23,-22,-529
86,6,304,-820,-17320,95,-57,170
86,7,500,-492,-17492,229,-101,43
86,8,-152,-92,-16276,197,-51,-217
86,9,676,-832,-16856,305,99,-547
87,0,764,580,-17132,-196,-199,-479
87,1,676,1072,-17184,177,36,-266
87,2,1380,316,-16032,172,88,-1694
87,3,-488,1884,-16964,78,-75,-1660
87,4,544,1108,-16964,79,-133,-2037
87,5,-1104,1740,-17056,208,226,-1709
87,6,-536,816,-16880,108,251,-3089
87,7,-1256,-28,-16808,26,78,-1189
87,8,-1184,-584,-17264,428,-177,315
87,9,-216,-1172,-17120,189,26,423
88,0,80,-812,-17032,37,116,486
88,1,-372,-788,-16884,23,31,1151
88,2,80,-768,-16620,18,-28,1617
88,3,1056,-1460,-17140,113,-166,969
88,4,732,-1200,-17304,95,-52,303
88,5,144,-108,-16968,34,-11,-86
88,6,104,-140,-16960,120,-86,-102
88,7,56,-148,-16956,167,-125,-79
88,8,76,-140,-17092,99,-66,-35
88,9,144,-108,-16960,106,-68,-65
89,0,120,-192,-17048,92,-73,-24
89,1,196,-244,-17004,-85,19,1128
89,2,156,-124,-17032,167,-120,-48
89,3,1620,992,-17268,279,-64,2820
89,4,-132,-112,-17032,82,-63,5731
89,5,-232,-296,-17212,59,-64,6552
89,6,-200,-676,-16768,163,-109,8513
89,7,56,-516,-17056,156,52,12961
89,8,1404,340,-16968,100,-17,16938
89,9,712,680,-17120,125,0,12306
90,0,936,488,-17180,133,-222,7711
90,1,628,-312,-16828,96,-395,9752
90,2,560,152,-17020,2,-74,5518
90,3,244,-156,-17048,113,-81,3004
90,4,0,-208,-17072,97,-53,1827
90,5,140,-312,-16956,38,-83,-69
90,6,256,-232,-17044,83,-76,-102
90,7,92,-272,-16944,72,-52,-58
90,8,152,-224,-16988,164,-79,-45
90,9,64,-296,-17012,78,-24,-65
91,0,140,-256,-16980,66,-42,28
91,1,484,28,-16968,189,-220,2756
91,2,-660,-44,-16960,-23,-114,10930
91,3,-520,-640,-17128,-122,2,12624
91,4,1820,-1228,-17352,155,-221,14681
91,5,952,-960,-17056,127,-177,6864
91,6,520,-1928,-16700,-76,-229,13146
91,7,224,76,-17380,-31,-233,15844
91,8,-268,-1484,-16960,7,-35,11422
91,9,-1860,-1332,-17108,-294,171,7910
92,0,-2752,-804,-17176,-77,25,7634
92,1,624,-492,-16980,24,-53,6885
92,2,-392,-328,-16936,35,-63,2313
92,3,80,-232,-16936,21,-77,-41
92,4,64,-232,-16912,48,-41,-21
92,5,96,-272,-16980,53,-60,-5
92,6,96,-276,-16896,81,-96,130
92,7,24,1508,-16940,51,-44,1569
92,8,-220,1072,-16760,61,-117,34
92,9,776,664,-16924,-174,97,-36
93,0,836,-1072,-17272,182,-377,-85
93,1,620,-1228,-16636,-100,42,3069
93,2,208,-1300,-17056,327,94,1514
93,3,852,-2520,-16948,21,-28,443
93,4,-36,-352,-16936,7,-62,-74
93,5,48,-200,-16980,213,-101,-98
93,6,2296,-200,-17128,-9,-34,-1104
93,7,716,428,-16916,125,-98,1121
93,8,-1200,-792,-16928,-6,21,1134
93,9,-1524,-1048,-17416,130,101,2587
94,0,-796,-1092,-16832,89,-79,1747
94,1,-968,36,-17100,84,-11,1309
94,2,124,-580,-16980,34,-62,428
94,3,1248,-1792,-16652,16,-114,694
94,4,744,-2572,-16444,310,-222,-545
94,5,-552,-1580,-15616,65,319,-1388
94,6,-696,-1068,-16808,-36,-183,-1334
94,7,-612,-972,-16876,475,13,-192
94,8,80,664,-16124,208,-185,-63
94,9,28,1016,-17136,146,288,781
95,0,440,1608,-17140,230,-36,1776
95,1,-288,1340,-16796,312,-183,-2737
95,2,1008,1684,-16660,4,-37,-2269
95,3,1192,980,-16996,225,28,-2449
95,4,220,1656,-17260,357,-20,-1933
95,5,1612,1836,-16804,9,73,-1128
95,6,1092,1216,-16916,91,-100,-941
95,7,1124,288,-16432,213,-246,-832
95,8,764,-1464,-17240,-310,-43,-891
95,9,1108,-3044,-16724,-68,-94,-699
96,0,-120,-2844,-16852,83,-33,-523
96,1,116,-636,-16952,-14,-67,-337
96,2,60,-1932,-16964,54,-84,124
96,3,240,-2156,-17108,16,-169,928
96,4,748,-1764,-16788,162,-261,1165
96,5,972,208,-16396,-90,-50,1852
96,6,440,1416,-17468,-154,-524,1229
96,7,308,1300,-16644,85,-448,487
96,8,-184,1188,-16920,61,14,1347
96,9,-200,1364,-16704,108,-320,3238
97,0,-1164,1408,-16984,256,-176,3099
97,1,-1592,700,-17292,152,-19,3069
97,2,-1160,-624,-17148,127,-169,2297
97,3,-692,120,-16780,-43,-472,1397
97,4,176,712,-16260,57,46,339
97,5,64,-644,-16832,95,-426,2
97,6,196,-1712,-17804,274,118,-475
97,7,696,-1492,-16768,-122,-173,96
97,8,-124,-2412,-17152,132,-43,-529
97,9,224,-1460,-16676,28,-25,326
98,0,-40,708,-17188,92,-50,-158
98,1,-132,440,-16976,94,-88,-256
98,2,-336,8140,-16764,189,-54,496
98,3,504,-1472,-16856,57,-105,295
98,4,412,-1272,-16888,20,-83,-12
98,5,-172,-1268,-16564,192,-45,1203
98,6,-52,-168,-16748,-45,-238,1963
98,7,-400,584,-17428,350,-5,2457
98,8,-816,2284,-17016,39,-112,-1836
98,9,-3188,56,-16920,156,-124,-2064
99,0,-1520,-1024,-17032,183,-181,-3169
99,1,1600,-236,-16816,-29,-171,-1812
99,2,160,572,-16708,-293,-110,-3567
99,3,60,2072,-17408,400,56,-4924
99,4,1852,2244,-17256,37,51,-4621
99,5,2128,1088,-17140,-112,-210,-3819
99,6,2008,372,-16940,81,-87,-2757
99,7,3264,-916,-16864,7,-101,166
99,8,1796,-816,-16336,84,-95,2541
99,9,44,-2128,-17176,-166,-140,4104
100,0,-1452,-1228,-17228,101,57,4561
100,1,-608,-796,-17020,142,-247,3147
100,2,-4324,200,-17412,213,-129,2659
100,3,-2316,832,-17020,-44,8,-334
100,4,-184,-52,-16964,73,-102,625
100,5,-1688,24,-16980,123,-268,423
100,6,-1272,-76,-17264,66,-141,-1267
100,7,436,-920,-16916,203,-45,-1053
100,8,-520,-976,-16692,-117,-60,-1748
100,9,728,-1056,-16812,64,-69,-2272
101,0,2436,-888,-17200,97,-3,-2542
101,1,2308,-1240,-16872,12,111,-1277
101,2,2492,212,-17332,261,-145,881
101,3,1964,764,-16852,55,38,2139
101,4,1544,512,-16780,197,106,1871
101,5,1064,692,-17180,226,-43,1701
101,6,92,732,-16628,195,72,1470
101,7,-700,208,-16880,-38,-57,297
101,8,-852,-76,-17248,0,-204,1229
101,9,-3584,-112,-16916,220,-32,-5045
102,0,84,-472,-17084,119,-22,-1109
102,1,112,-304,-17040,45,-15,-10
102,2,204,-340,-16912,84,-81,-79
102,3,40,-296,-16996,103,-41,-128
102,4,-512,-508,-17000,130,-59,-9197
102,5,12,-268,-17140,164,-124,-10831
102,6,-48,-808,-16996,43,58,-12182
102,7,-24,-32,-17072,206,-19,-17539
102,8,1000,240,-17112,220,-221,-16035
102,9,-76,-96,-16984,128,-218,-15015
103,0,88,-148,-16996,113,-131,-9757
103,1,12,-128,-16800,135,-98,-6383
103,2,64,-36,-17044,130,19,-5608
103,3,1344,48,-16940,125,-55,-1604
103,4,272,-264,-17016,26,-62,-48
103,5,160,-312,-16916,175,-119,1073
103,6,136,-204,-16976,95,-116,-100
103,7,-120,-8,-16916,-15,-78,-3198
103,8,120,-156,-17032,362,47,-230
103,9,-284,-476,-17064,28,67,214
104,0,888,-880,-17036,-182,-80,-2696
104,1,-2800,-1644,-17264,1533,-382,-32216
104,2,-2364,-1584,-17040,-575,174,-32151
104,3,-1504,1424,-16236,-9095,935,-6609
104,4,-928,-892,-15008,10640,-76,-7452
104,5,-4128,1360,-18088,4745,1856,-11685
104,6,812,-40,-16908,11,-64,-2294
104,7,228,-304,-16984,96,-166,-5548
104,8,-592,760,-16744,200,-93,-11819
104,9,-1060,-684,-17032,105,-84,-15698
105,0,-292,408,-16948,47,-121,-11483
105,1,-360,-416,-17104,315,-38,-11509
105,2,-756,768,-17196,1250,40,-6440
105,3,8,164,-17092,-327,74,-3284
105,4,244,196,-17000,82,-255,-5626
105,5,-1356,-960,-17016,217,-259,-12907
105,6,744,848,-17064,236,-190,-16184
105,7,-972,-848,-17100,172,-118,-15651
105,8,-956,-1304,-16756,41,227,-7073
105,9,1000,5796,-17280,-36,-403,-3793
106,0,-1408,1364,-17912,316,-1768,-3812
106,1,-60,-364,-16956,-265,151,-184
106,2,36,52,-17084,-1,-73,-648
106,3,408,-72,-17020,187,-140,-3069
106,4,524,-628,-17072,92,-139,1521
106,5,128,332,-17032,106,-14,-29
106,6,-72,840,-16956,127,-127,-1317
106,7,-528,1088,-16632,151,-15,651
106,8,-876,1420,-16452,26,63,123
106,9,-736,1984,-16628,186,210,-2618
107,0,-368,444,-17152,203,-464,-1582
107,1,-56,-272,-17752,-214,209,-3134
107,2,1192,-652,-17120,466,-11,-1874
107,3,448,-1276,-17356,78,-156,-1489
107,4,2468,-2332,-16688,322,-193,-3715
107,5,-956,-1500,-17268,201,150,-1287
107,6,-792,-2180,-17076,-13,-58,-725
107,7,544,-1424,-17168,156,-444,726
107,8,104,-1424,-16692,-28,244,1148
107,9,56,-1588,-16900,249,-303,-571
108,0,-1444,-644,-16340,94,-91,2062
108,1,180,76,-16704,-250,161,698
108,2,596,572,-17688,338,253,388
108,3,64,1820,-17284,-19,-104,380
108,4,116,2632,-16888,139,-24,-232
108,5,-428,2108,-17304,91,55,-95
108,6,-100,1948,-16844,-216,-99,170
108,7,284,1264,-16852,-37,-41,-1286
108,8,-524,-536,-16524,-27,-237,-1568
108,9,-104,-452,-17100,163,-98,-1824
109,0,-1028,-1908,-17368,162,-163,-1897
109,1,-692,-1932,-16712,211,322,-2317
109,2,-820,-1640,-16920,-10,-29,-1787
109,3,-2268,-1300,-16244,59,246,-3359
109,4,1604,-1288,-17568,213,-150,-810
109,5,732,-1632,-16660,1,48,-1159
109,6,896,-1256,-16844,132,21,248
109,7,964,-156,-16772,17,-242,1302
109,8,720,348,-17388,495,-176,326
109,9,-96,660,-16808,31,-72,-233
110,0,820,-476,-17500,316,-236,692
110,1,-1000,1892,-16952,78,6,229
110,2,-1840,1744,-17128,182,-75,518
110,3,2144,-1104,-17040,250,-14,2697
110,4,1700,-768,-17032,337,-178,2173
110,5,-296,1756,-17248,109,-3,1681
110,6,-284,2284,-16644,54,-156,-1550
110,7,-880,1436,-16792,336,-246,724
110,8,-160,1980,-17028,-178,168,276
110,9,440,560,-17344,-298,70,-1135
111,0,-508,696,-17328,-164,449,-2303
111,1,-984,-264,-17300,158,-133,-3843
111,2,568,-2236,-17232,202,39,-3646
111,3,2000,-4236,-16840,21,-232,-356
111,4,120,-448,-17012,-309,47,-3599
111,5,256,-2352,-16984,179,4,2997
111,6,-1468,-1248,-17612,14,-164,2160
111,7,-1668,-188,-17120,172,-122,-423
111,8,-476,224,-17116,50,2,-924
111,9,-2104,1528,-17412,-71,19,-794
112,0,-2328,1648,-16432,-194,138,-1502
112,1,-756,3104,-16804,218,-784,-45
112,2,84,2540,-16664,-81,-11,-876
112,3,3112,1040,-16428,219,-463,1413
112,4,1972,508,-16712,-104,241,346
112,5,944,1072,-17064,340,-248,-2683
112,6,1560,24,-17188,-50,-399,-1850
112,7,1824,-988,-16788,14,-390,-2708
112,8,1296,-2000,-16068,-31,131,-1064
112,9,-748,-1656,-17600,40,-17,-266
113,0,-1128,-1492,-16744,278,-189,1463
113,1,-1156,-1596,-16248,-283,-221,598
113,2,-1948,-984,-16392,-209,-145,2544
113,3,-804,-816,-16740,158,-142,1655
113,4,8,1432,-17140,96,310,1425
113,5,-1844,1840,-17120,52,-17,808
113,6,-628,1876,-17044,9,-249,-243
113,7,-1908,792,-16712,16,-546,-930
113,8,1108,-104,-17300,-31,-252,-1170
113,9,1780,-448,-16648,28,-87,-1940
114,0,2148,-584,-16408,198,-31,-1593
114,1,80,-240,-16976,51,-42,-81
114,2,3580,-288,-16756,-63,76,-640
114,3,2404,-720,-16628,243,184,1345
114,4,-108,-164,-17088,-162,336,-663
114,5,128,-856,-17096,218,163,3137
114,6,-208,564,-16760,-65,158,2726
114,7,428,-216,-16884,177,-118,9
114,8,-1592,192,-17076,49,-24,679
114,9,-3580,548,-17200,78,-88,-858
115,0,-104,-616,-16936,215,-272,706
115,1,-1116,-24,-16708,9,-90,-872
115,2,-680,-448,-16912,108,-48,-1580
115,3,-896,-1044,-16744,-31,-332,-1459
115,4,-452,-256,-17308,196,153,-1867
115,5,140,-868,-16472,93,134,-1563
115,6,640,40,-16992,13,-268,-668
115,7,1580,-124,-16780,140,84,925
115,8,800,-260,-16808,-103,-341,-66
115,9,1820,568,-16800,-34,106,2640
116,0,608,992,-17116,38,-38,6758
116,1,-432,-420,-17112,130,-97,6205
116,2,-72,-652,-16948,17,-105,2918
116,3,200,172,-16936,9,-2,6540
116,4,-516,-184,-16992,-6,53,10082
116,5,200,-904,-16880,9,-60,11638
116,6,316,-624,-16952,70,-110,12999
116,7,-224,348,-16872,109,-21,14106
116,8,-344,40,-17024,78,-21,14426
116,9,172,-604,-16868,38,-20,9635
117,0,40,-100,-16880,113,-112,6845
117,1,284,-692,-17152,-528,11,4916
117,2,32,-284,-16984,42,-18,403
117,3,-112,-1276,-16920,113,52,13838
117,4,340,-668,-16956,48,28,5027
117,5,-3960,-3080,-17092,-235,41,13883
117,6,-220,-444,-17000,154,2,-126
117,7,-248,492,-17024,-15,-15,-88
117,8,-296,88,-17076,77,-93,-482
117,9,180,68,-17056,150,-38,-55
118,0,104,380,-17008,71,-14,1243
118,1,328,-72,-16956,193,-107,1842
118,2,-788,-1460,-17080,-58,-99,5275
118,3,240,356,-17000,151,-69,5377
118,4,252,292,-17132,152,130,11792
118,5,-196,44,-17064,78,-74,15744
118,6,-584,-496,-16980,71,-25,18933
118,7,-100,-488,-17024,3,3,16034
118,8,596,-740,-17008,22,-16,15435
118,9,236,-436,-16880,123,-28,9057
119,0,-312,-252,-16968,107,-29,2287
119,1,-244,-2068,-17080,107,-95,5198
119,2,-436,-1900,-16700,102,-107,2174
119,3,320,-400,-17304,156,-126,1411
119,4,376,1836,-17740,225,13,-377
119,5,204,688,-16912,373,-149,291
119,6,512,-720,-16480,14,-169,802
119,7,64,-1428,-16952,84,-130,1065
119,8,120,1352,-17280,83,-134,4438
119,9,248,-780,-16952,216,-136,-839
120,0,124,-336,-16992,118,-44,-47
120,1,100,-280,-16968,85,-41,-50
120,2,100,-268,-16932,92,-60,-96
120,3,124,-320,-17000,118,-31,-97
120,4,140,-208,-16924,113,-35,-69
120,5,120,-244,-16912,68,-45,-30
120,6,112,-260,-16952,85,-83,-35
120,7,84,-228,-16972,62,-51,-41
120,8,112,-184,-16908,26,-10,-15
120,9,40,-212,-16952,94,-110,-112
121,0,68,-252,-17004,104,-54,-37
121,1,88,-272,-17012,137,-10,-99
121,2,84,-184,-16940,129,-63,-62
121,3,164,-344,-16892,66,-60,-92
121,4,72,-248,-17040,65,-48,-81
121,5,100,-276,-16916,104,-66,-141
121,6,120,-256,-17008,123,-57,-57
121,7,160,-300,-16916,136,-90,-64
121,8,116,-204,-16924,125,-81,-93
121,9,-20,-224,-16968,123,-54,-3
122,0,108,-236,-16948,112,-22,-80
122,1,96,-216,-16976,117,-34,-97
122,2,84,-160,-16972,110,-125,-30
122,3,160,-48,-16956,90,-64,-55
122,4,212,-212,-17028,104,-99,7
122,5,20,-224,-16956,40,-62,-51
122,6,88,-316,-16912,109,-34,-63
122,7,172,-320,-17020,113,-47,-36
122,8,84,-256,-17012,78,-58,-40
122,9,124,-300,-16940,92,-59,-72
123,0,116,-188,-16960,79,-76,-38
123,1,92,-216,-16972,67,-87,-3
123,2,1300,-196,-16900,89,-204,-420
123,3,736,-820,-16640,-85,-25,229
123,4,-520,-200,-17308,18,-64,713
123,5,692,-104,-17264,-3,-64,52
123,6,304,72,-16656,-100,76,-135
123,7,-256,-876,-16884,37,-43,-1311
123,8,-1312,-424,-17256,-20,-44,-724
123,9,-1168,-228,-17184,65,111,-1242
124,0,-1420,-600,-17024,51,-93,-60
124,1,148,-204,-16972,116,-22,-44
124,2,132,-252,-17084,146,-72,-72
124,3,216,-108,-17004,148,-31,-60
124,4,84,-296,-16928,137,-62,-81
124,5,172,-220,-16988,99,-88,-58
124,6,68,-312,-17024,94,-90,-64
124,7,148,-240,-17044,68,-93,-46
124,8,24,-260,-17004,99,-69,-64
124,9,132,-288,-16964,97,-60,-55
125,0,0,-264,-16984,30,-45,-119
125,1,108,-176,-17004,92,-69,-91
125,2,168,-248,-17008,108,-55,-57
125,3,2208,212,-17104,61,-171,3015
125,4,-164,-736,-16900,170,-131,961
125,5,-592,-520,-17280,236,-19,724
125,6,-1184,964,-16896,-57,113,-1251
125,7,-620,-20,-16720,202,-141,-858
125,8,-588,-408,-16760,-8,4,-242
125,9,500,64,-17592,123,-382,-734
126,0,1112,196,-16636,43,-134,-375
126,1,1176,-612,-16544,-34,-166,-602
126,2,1508,276,-17204,202,-233,1465
126,3,116,-340,-17000,98,-83,-37
126,4,124,-148,-17076,12,25,-54
126,5,48,-368,-17012,134,-83,-38
126,6,72,-312,-17012,108,-57,-51
126,7,132,-264,-16984,128,-100,-34
126,8,92,-220,-17028,58,-43,-27
126,9,36,-212,-17060,151,-83,-19
127,0,4,-276,-17036,99,-82,-35
127,1,64,-340,-17040,83,-76,-83
127,2,68,-216,-16968,95,-22,-64
127,3,60,-244,-16980,68,-59,-43
127,4,32,-208,-17008,141,-128,-64
127,5,-628,804,-17312,172,-359,-1159
127,6,-140,2404,-17220,-33,-157,1681
127,7,-36,800,-17152,8,-199,3652
127,8,-20,-720,-17708,173,-292,3619
127,9,-156,-1816,-17208,4,-227,660
128,0,-136,-3000,-17204,195,18,791
128,1,64,-184,-17008,77,-4,-78
128,2,16,-304,-17052,68,-55,-53
128,3,88,-260,-17016,28,-26,-24
128,4,108,-276,-16980,86,-77,-49
128,5,72,-292,-16916,60,-49,-74
128,6,108,-304,-17016,110,-67,-48
128,7,84,-208,-17000,59,-81,-36
