ID,sample_idx,ax,ay,az,gx,gy,gz
128,8,12,-284,-16984,119,-112,-74
128,9,84,-264,-16968,106,-138,-37
129,0,-356,-480,-16784,145,-106,-2627
129,1,960,-812,-16852,-38,-104,-1412
129,2,980,-380,-16788,75,-64,-1298
129,3,204,8,-16808,176,-142,-1426
129,4,1164,-2608,-17656,-102,-375,-3518
129,5,128,-1136,-16596,305,187,815
129,6,-1268,-968,-17216,-126,-19,2415
129,7,-1320,600,-17208,196,104,480
129,8,-1388,656,-16568,190,118,-2973
129,9,-44,1948,-17284,94,24,-1394
130,0,-28,3116,-17028,62,-19,754
130,1,24,-304,-17032,101,-49,-79
130,2,92,-244,-17028,81,-78,-74
130,3,48,-276,-17076,89,-14,-68
130,4,156,-220,-17004,99,-45,-53
130,5,48,-348,-16980,93,-86,-88
130,6,92,-276,-17028,100,-82,-60
130,7,112,-260,-17012,123,-55,-77
130,8,120,-288,-17004,78,-74,-91
130,9,188,-232,-16880,87,-33,-1303
131,0,1132,28,-16972,94,4,769
131,1,-1224,-644,-16932,220,-98,66
131,2,-800,-676,-17132,2,11,-1099
131,3,172,-428,-17012,14,-156,-896
131,4,-1000,752,-16700,232,72,-989
131,5,464,1228,-17336,118,-148,-680
131,6,576,340,-16964,154,-207,-719
131,7,1348,232,-17584,-6,-109,561
131,8,1476,-308,-17304,293,-190,2972
131,9,672,32,-17456,198,-158,3954
132,0,368,-2096,-16976,284,-84,3610
132,1,96,-2772,-17048,97,-132,-480
132,2,-28,-260,-17004,90,-10,-79
132,3,12,-232,-16992,104,-89,-60
132,4,24,-236,-17004,104,-69,-63
132,5,-4,-276,-17080,104,-56,-70
132,6,40,-236,-16944,79,-119,-55
132,7,4,-172,-16952,85,-19,-67
132,8,0,-240,-17000,99,-38,-44
132,9,52,-188,-16980,81,-92,-76
133,0,96,-232,-17012,61,-103,-45
133,1,900,-356,-16944,142,-120,1827
133,2,916,84,-17040,85,-57,558
133,3,1744,-1284,-16308,-48,-100,1026
133,4,1068,-1724,-16672,116,-183,-846
133,5,1732,-524,-15656,300,-8,-593
133,6,-68,312,-17508,126,-229,-1079
133,7,-240,376,-16972,149,-183,-524
133,8,-1164,-516,-16220,239,-211,-269
133,9,-1312,-588,-18100,184,45,-1407
134,0,264,-784,-17240,69,-86,-2020
134,1,-1304,-400,-16888,-27,-360,-486
134,2,-1340,48,-16852,120,-15,13
134,3,140,-260,-16984,40,-31,-56
134,4,-56,-244,-16932,82,-92,-6
134,5,56,-388,-16944,58,-64,-47
134,6,52,-204,-17032,78,-23,-67
134,7,60,-296,-16984,66,-88,-16
134,8,320,-1236,-16840,15,-45,429
134,9,-620,-468,-17464,56,61,537
135,0,368,-1220,-16956,189,-264,-349
135,1,-56,-500,-17144,38,80,727
135,2,36,288,-16604,78,-166,-932
135,3,-108,-740,-17128,234,-50,-1440
135,4,-260,-644,-16564,516,-31,-1405
135,5,-228,1216,-17132,45,-67,94
135,6,356,996,-16896,-38,11,-1152
135,7,72,-1268,-17048,87,-41,-522
135,8,84,-288,-17000,130,-45,-30
135,9,32,-256,-17016,16,-44,-81
136,0,80,-324,-17096,59,-74,-76
136,1,92,-240,-17088,68,-64,-24
136,2,80,-284,-16936,62,-57,-96
136,3,40,-256,-17056,66,-86,-92
136,4,80,-244,-17024,139,-106,-87
136,5,132,-320,-17048,127,-79,-102
136,6,4,328,-17060,117,-107,-1026
136,7,-264,636,-16948,75,-15,284
136,8,-16,108,-16812,206,-154,-560
136,9,-312,924,-16956,31,-35,-1225
137,0,-344,36,-17288,37,-532,-1063
137,1,-1028,44,-17436,170,-89,2766
137,2,-1020,-720,-16576,42,4,2910
137,3,204,-1904,-18400,104,311,2411
137,4,-164,-1728,-16932,18,-287,1629
137,5,-400,-392,-16600,-69,-14,1252
137,6,1256,-1180,-17300,206,-100,471
137,7,2992,-344,-17304,53,-31,-323
137,8,168,-260,-17024,123,-197,-46
137,9,-1500,196,-16948,86,-115,-15
138,0,52,-240,-17024,94,-93,-78
138,1,8,-224,-17004,128,-76,-37
138,2,8,-156,-16980,65,-80,-27
138,3,64,-228,-17028,87,-94,-22
138,4,44,-276,-17032,82,-60,-32
138,5,92,-316,-16876,1,7,-56
138,6,148,-164,-16908,18,-36,-10
138,7,-76,-584,-17016,-2,-79,-810
138,8,712,-1984,-16832,26,-116,-1609
138,9,608,-592,-16808,63,11,-2336
139,0,660,-112,-16992,257,-145,-1741
139,1,500,-620,-17592,-131,37,-1605
139,2,1192,-16,-16280,124,-186,-941
139,3,-732,32,-17976,241,-229,-427
139,4,748,1596,-16400,-82,-11,824
139,5,240,532,-17328,83,148,1364
139,6,-960,580,-16660,113,-39,114
139,7,-1484,136,-17236,245,68,760
139,8,-168,-192,-17076,58,-18,108
139,9,-8,-308,-17056,66,-21,-86
140,0,84,-412,-17040,99,-94,-59
140,1,108,-236,-16980,92,-48,-10
140,2,52,-372,-17056,72,-50,-76
140,3,112,-256,-16992,47,-57,-98
140,4,36,-220,-16972,45,-81,-97
140,5,104,-300,-17016,95,-67,-43
140,6,124,-236,-17052,101,-62,-96
140,7,964,1064,-17084,105,-108,-1450
140,8,-24,424,-16868,21,-61,-1794
140,9,-240,416,-17252,52,-142,-974
141,0,-164,452,-16984,-38,-8,-2229
141,1,-428,-804,-16804,174,-22,-1374
141,2,-804,-300,-16936,170,-41,45
141,3,-312,-796,-17320,-206,-103,1636
141,4,-416,-724,-16840,127,-128,1346
141,5,-568,-1632,-16416,16,203,1919
141,6,416,-968,-17148,66,98,971
141,7,-140,-856,-17016,-120,-71,811
141,8,616,-232,-17072,91,-7,821
141,9,1544,-356,-16796,-2,123,663
142,0,1292,-88,-17084,108,-81,130
142,1,108,-256,-17068,105,-160,1
142,2,144,-256,-16960,66,-52,-71
142,3,132,-252,-17020,102,-83,-65
142,4,148,-152,-16960,85,-57,97
142,5,148,-848,-17084,57,-100,488
142,6,680,-1160,-16896,46,-87,-547
142,7,-216,-464,-17240,135,-133,-1454
142,8,0,-888,-17400,-70,7,-2217
142,9,-508,-1324,-16660,278,-48,-2378
143,0,-764,-248,-16932,-17,-91,-2041
143,1,-548,828,-17244,247,-120,-2379
143,2,-216,492,-16936,176,-150,-1777
143,3,304,1004,-17512,92,-36,-1663
143,4,536,460,-17336,79,-62,-294
143,5,144,120,-17136,-67,-15,-1041
143,6,-100,188,-17432,129,-111,-771
143,7,736,44,-17244,158,-197,-467
143,8,1432,-228,-17068,131,-65,147
143,9,-60,-316,-16972,125,-124,0
144,0,16,-280,-16908,67,-61,-55
144,1,16,-276,-16932,78,-38,-19
144,2,60,-332,-17076,67,-76,-74
144,3,76,-212,-17048,82,-59,-55
144,4,-13352,14736,-17432,98,-38,289
144,5,-112,2120,-16888,47,-62,2567
144,6,-460,856,-16876,269,-199,4092
144,7,256,28,-16764,-33,-79,4251
144,8,-208,-988,-16948,352,-3,4088
144,9,64,-1736,-17460,158,-64,3114
145,0,-272,-1680,-17268,-50,-86,2976
145,1,340,-2148,-17024,119,-144,1050
145,2,104,-248,-17076,14,-12,-71
145,3,-4,-228,-17016,51,-51,-69
145,4,120,-264,-16956,50,-32,-81
145,5,92,-208,-16976,116,-69,-53
145,6,68,-248,-16992,96,-81,-69
145,7,128,-236,-16992,76,-57,-43
145,8,132,-220,-17000,56,-80,-38
145,9,132,-280,-17000,80,-76,-49
146,0,116,-340,-16936,115,-90,-67
146,1,56,-256,-16980,82,-45,-55
146,2,216,-140,-17048,61,-130,-49
146,3,92,-192,-16996,131,-89,-14
146,4,32,-272,-16916,109,-41,-107
146,5,128,-144,-17028,34,-72,-101
146,6,28,-212,-16920,52,-61,-24
146,7,-44,-132,-16960,40,-51,-55
146,8,104,-304,-16964,66,-27,-82
146,9,112,-164,-17036,61,-100,-33
147,0,92,-212,-17028,35,-98,-67
147,1,100,-212,-17008,84,-68,-47
147,2,84,-288,-16976,112,-104,-51
147,3,156,-304,-17016,97,-68,-30
147,4,36,-216,-16968,80,-90,-74
147,5,144,-148,-16924,54,-61,-43
147,6,168,-228,-17012,100,-49,-20
147,7,116,-248,-16968,76,-74,-49
147,8,128,-240,-16880,72,-59,-15
147,9,4,-144,-17020,72,-66,-32
148,0,40,-320,-16964,69,-60,-18
148,1,96,-264,-16960,54,-76,-84
148,2,28,-292,-16968,79,-92,-85
148,3,88,-204,-17044,88,-107,-60
148,4,56,-336,-16996,68,-79,-79
148,5,40,-248,-16952,84,-48,-31
148,6,76,-204,-17016,22,-88,-78
148,7,48,-236,-16996,78,-95,-56
148,8,72,-252,-16956,41,-72,-51
148,9,236,-224,-16980,106,-126,-64
149,0,8,-216,-17008,69,-79,-62
149,1,-412,-104,-16920,84,-111,417
149,2,144,-476,-16984,132,-108,-613
149,3,-96,-144,-17484,-47,-120,-790
149,4,1060,-532,-16952,59,-36,-1076
149,5,-176,-592,-17628,71,-62,-1313
149,6,-352,648,-17568,24,-119,-899
149,7,1288,52,-16372,-12,-24,-1118
149,8,1048,584,-16308,73,120,-370
149,9,100,96,-16852,94,-157,-326
150,0,728,-1100,-16800,90,-48,-711
150,1,644,-316,-16828,-320,-107,-725
150,2,628,-408,-16796,123,-86,104
150,3,-1324,-112,-16948,221,11,445
150,4,-1108,-504,-17096,248,-83,27
150,5,-16,-292,-16972,101,-110,160
150,6,128,-224,-17056,82,-41,-69
150,7,88,-232,-17080,69,-20,-79
150,8,208,-292,-17052,94,-32,-43
150,9,116,-276,-16992,30,-34,-46
151,0,92,-252,-17004,28,-81,-74
151,1,72,-164,-17016,82,-55,-56
151,2,100,-268,-16996,87,-72,-75
151,3,68,-340,-16956,97,-50,-34
151,4,68,-228,-16968,78,-72,-12
151,5,100,-256,-17096,71,-59,-16
151,6,72,-184,-16936,36,-76,-68
151,7,152,-196,-17052,70,-91,-62
151,8,76,-192,-16964,81,-60,-23
151,9,76,-164,-16920,75,-71,-34
152,0,172,-260,-17016,21,-15,-62
152,1,160,-244,-16992,113,-77,-62
152,2,148,-280,-16988,121,-125,-119
152,3,200,-164,-17024,72,-50,-45
152,4,-48,-476,-16944,10,73,-699
152,5,-168,-1548,-17000,113,-109,-739
152,6,-368,-1600,-17128,87,-45,-1897
152,7,-404,-1096,-16228,188,53,-1950
152,8,916,-180,-17060,113,-95,-1670
152,9,340,344,-16992,182,-57,-1301
153,0,616,588,-16732,286,-193,-311
153,1,140,48,-17276,201,-81,551
153,2,616,-372,-17148,198,-172,1281
153,3,68,400,-16936,27,-188,-353
153,4,196,-160,-16856,62,-5,-870
153,5,88,-212,-16896,-7,-39,229
153,6,376,-348,-17016,99,-72,-351
153,7,208,-396,-17060,94,-122,22
153,8,176,724,-16984,130,-51,-377
153,9,148,-272,-17052,120,-50,-67
154,0,64,-268,-17000,74,-46,-89
154,1,164,-296,-16980,60,-65,-74
154,2,112,-324,-16984,136,-62,-78
154,3,104,-164,-17080,39,-34,-31
154,4,120,-336,-16936,120,-45,-54
154,5,132,-256,-16992,87,-48,-51
154,6,144,-256,-17092,68,-89,-24
154,7,68,-240,-16924,105,-78,-58
154,8,116,-248,-16976,90,-54,-45
154,9,72,-240,-17016,116,-60,-53
155,0,64,-220,-16992,92,-58,-42
155,1,84,-304,-17032,73,-89,-94
155,2,188,-360,-16940,107,-105,-92
155,3,44,-336,-16992,82,-64,-60
155,4,112,-308,-17004,87,-47,-79
155,5,196,-220,-16948,92,-59,-15
155,6,100,-288,-16972,60,-57,-67
155,7,40,-344,-17020,113,-48,-114
155,8,-24,-272,-17032,56,-45,-60
155,9,-88,-460,-16996,109,-62,-173
156,0,-776,-56,-17176,187,-133,-405
156,1,-1360,-452,-16228,174,-121,-652
156,2,-908,-128,-17344,-16,-155,-880
156,3,48,-928,-17652,-157,206,-1028
156,4,472,64,-17240,154,186,-914
156,5,72,532,-17256,107,-138,-772
156,6,1672,-112,-17168,196,-12,191
156,7,28,-304,-16972,143,-169,-36
156,8,116,-280,-17028,55,-42,-83
156,9,164,-240,-17004,120,-100,-64
157,0,180,-200,-17068,34,-62,-94
157,1,-44,-244,-16920,108,-33,-758
157,2,468,-1016,-16984,101,-27,1993
157,3,604,76,-16912,95,-121,1843
157,4,76,-324,-17084,26,-25,-88
157,5,140,-268,-17016,75,-78,-64
157,6,108,-280,-17028,48,-64,-49
157,7,124,-332,-16976,87,-53,-74
157,8,136,-252,-17020,84,-53,-57
157,9,56,-280,-16952,49,-61,-88
158,0,108,-352,-16932,113,-9,-66
158,1,52,-308,-16984,78,-99,-34
158,2,204,844,-17092,139,-59,-698
158,3,108,220,-17088,17,-62,514
158,4,368,-816,-17200,-15,-29,318
158,5,-28,320,-16908,162,34,487
158,6,52,-552,-17176,88,-39,890
158,7,344,52,-17144,2,-62,375
158,8,336,-392,-16996,52,-148,1368
158,9,564,-924,-16780,-77,-138,75
159,0,-268,-516,-16848,217,-43,683
159,1,-656,-612,-16872,161,-76,351
159,2,164,-296,-16960,49,-24,-85
159,3,112,-292,-16956,68,-24,-56
159,4,124,-160,-17008,111,-92,-83
159,5,124,-188,-17076,53,-57,-74
159,6,104,-284,-16960,72,-19,-55
159,7,68,-320,-16980,90,-89,-75
159,8,124,-272,-16948,69,-15,-51
159,9,112,-160,-16928,76,-60,-41
160,0,112,-268,-16920,96,-53,-62
160,1,144,-312,-16992,90,-69,-66
160,2,32,-340,-17060,76,-74,-62
160,3,136,-296,-17004,92,-46,-71
160,4,28,-236,-16952,84,-95,-51
160,5,100,-188,-17028,100,-45,-50
160,6,-16,-260,-16980,94,-59,-46
160,7,168,-228,-16960,101,-55,-49
160,8,108,-220,-17032,73,-84,-70
160,9,108,-268,-17040,61,-90,-53
161,0,100,-276,-16956,125,-50,-34
161,1,128,-380,-17028,70,-65,-51
161,2,20,-324,-16968,101,-90,-72
161,3,-836,1780,-17000,123,-41,-176
161,4,-248,712,-17056,35,26,1847
161,5,648,-160,-16476,33,-88,253
161,6,500,-240,-16980,-43,11,-275
161,7,540,-1964,-17316,4,-43,-827
161,8,-12,-456,-17200,-65,-41,196
161,9,504,-932,-16840,35,-171,-879
162,0,128,-1588,-17008,92,-79,-176
162,1,36,-188,-17044,50,-36,-90
162,2,104,-296,-17008,73,-67,-27
162,3,88,-372,-17004,94,-90,-41
162,4,52,-276,-17000,59,-10,-33
162,5,148,-256,-16968,77,-78,-67
162,6,140,-264,-17024,61,-70,-89
162,7,-80,-228,-16916,111,-71,-29
162,8,208,-240,-16976,97,-100,-40
162,9,28,-176,-16920,60,-77,-45
163,0,-16,-216,-17072,44,-43,-63
163,1,116,-212,-16944,56,-63,-81
163,2,116,-228,-17024,71,-73,-76
163,3,28,-264,-16984,73,-46,-131
163,4,84,-376,-17040,-12,45,-5644
163,5,252,-2344,-16956,-31,-26,-10649
163,6,624,-184,-17024,174,-136,-13524
163,7,1048,-1524,-16916,-266,-36,-19924
163,8,1784,-2140,-17020,-1047,-133,-14862
163,9,328,-768,-17064,-22,26,-12467
164,0,-1376,1200,-16972,327,-22,-8527
164,1,-1376,1244,-16696,294,11,-9796
164,2,-772,140,-16812,206,-38,-6256
164,3,-744,-56,-16980,139,-34,-3555
164,4,-488,300,-16960,257,-98,-2864
164,5,704,-212,-16848,145,-48,-219
164,6,56,-228,-16920,275,-95,-19
164,7,60,-132,-16976,256,-119,-57
164,8,-68,-156,-16996,130,-60,-162
164,9,180,-296,-17044,186,-72,-1438
165,0,-64,36,-16968,149,-74,-1815
165,1,64,-180,-17048,-60,-146,-1475
165,2,28,-172,-16940,-67,-133,-55
165,3,-28,-380,-16948,101,-8,-278
165,4,40,-236,-16952,-33,-89,-105
165,5,204,-300,-16920,60,15,246
165,6,20,-156,-16916,-49,-24,2733
165,7,476,116,-16876,94,-22,3439
165,8,184,-224,-16928,61,-34,5576
165,9,424,-648,-17060,104,-103,11749
166,0,-40,68,-17012,20,28,16763
166,1,40,404,-16912,78,-31,18201
166,2,316,40,-16976,-35,27,14943
166,3,-916,-260,-17072,27,16,4706
166,4,196,-3072,-16844,23,-67,580
166,5,84,-336,-17016,47,-55,-96
166,6,32,-164,-17028,48,-79,-35
166,7,96,-312,-17048,73,-71,-36
166,8,44,-256,-17112,11,-18,-76
166,9,92,-204,-17076,19,7,-83
167,0,-28,-320,-17056,42,-19,-101
167,1,-48,-224,-17160,59,-107,-8
167,2,72,-164,-17116,143,-115,-57
167,3,20,-208,-17020,116,-99,-158
167,4,-36,-140,-17112,115,-78,-83
167,5,-168,-164,-17080,75,-174,-2082
167,6,-32,-180,-17100,18,-61,-82
167,7,32,-408,-17292,14,18,-24
167,8,32,-208,-17172,-66,-64,157
167,9,96,-64,-17108,80,-96,7181
168,0,836,288,-17152,248,-274,12810
168,1,-384,-324,-17216,-42,-9,9248
168,2,-232,-112,-17112,103,-134,14951
168,3,-800,560,-17228,78,-61,23726
168,4,-1344,-2020,-17288,33,-167,17888
168,5,-224,-384,-17320,139,-76,14561
168,6,468,-900,-17172,45,-135,15791
168,7,448,-324,-17168,57,-69,12877
168,8,-576,-524,-17100,74,-76,10480
168,9,-212,-288,-17180,76,-60,11574
169,0,-532,-348,-17176,74,-115,15510
169,1,-20,-420,-17224,88,-96,4961
169,2,-132,-148,-17124,103,-85,1266
169,3,-100,-312,-17172,25,-62,-38
169,4,-88,-404,-17152,70,-90,-159
169,5,-68,-352,-17224,101,-105,-67
169,6,-96,-300,-17204,68,-109,-74
169,7,0,-244,-17252,84,-75,-299
169,8,-128,-288,-17296,38,-21,-306
169,9,-20,-328,-17152,67,-144,-92
170,0,-60,-296,-17204,69,-126,-77
170,1,-72,-252,-17220,97,-85,-117
170,2,204,-352,-17088,113,-86,-6760
170,3,-28,120,-17120,134,-56,-11855
170,4,104,-608,-17092,112,-73,-18773
170,5,-828,-776,-17168,203,-170,-13797
170,6,-400,-1156,-17032,106,-81,-19830
170,7,-280,-496,-16976,146,-56,-19442
170,8,696,312,-17076,104,-141,-19651
170,9,188,172,-17140,146,-150,-15924
171,0,12,-1044,-17124,123,-55,-15887
171,1,-668,-1132,-17140,118,-88,-11337
171,2,-8,-184,-17040,152,-144,-10721
171,3,1220,-1276,-16816,129,-113,-21413
171,4,-308,164,-17112,167,-101,-11978
171,5,480,120,-17072,178,-126,-993
171,6,2168,3140,-16772,219,-119,-376
171,7,588,160,-17112,67,12,-13859
171,8,-1056,-1228,-17172,237,-151,-20930
171,9,-808,-896,-17156,200,-56,-7826
172,0,-476,-120,-17232,245,-156,-17231
172,1,464,-2244,-17080,109,-223,-23824
172,2,-80,192,-17100,184,-133,-8266
172,3,-32,-152,-17056,182,-73,-6296
172,4,72,-228,-17032,88,-67,-8444
172,5,-476,1092,-17044,-24,-111,-21102
172,6,196,-44,-17036,52,-162,-15793
172,7,-660,-468,-16912,202,-131,-10900
172,8,12,152,-16996,196,-94,-6445
172,9,500,-716,-17060,196,-117,-7493
173,0,-356,396,-16796,130,-33,-11270
173,1,-1316,-756,-16896,28,-81,-16155
173,2,-284,36,-16784,90,-38,-9633
173,3,140,-44,-16896,187,-88,-3885
173,4,-820,1448,-16268,68,-59,-7
173,5,64,-316,-16844,11,-81,59
173,6,32,-228,-16984,54,-13,-68
173,7,12,-216,-16804,28,-69,-83
173,8,16,-300,-16876,15,0,-99
173,9,-236,-168,-16900,204,-99,-124
174,0,60,-208,-16892,-14,-80,26
174,1,84,-152,-16804,63,-36,26
174,2,132,-436,-16896,24,-119,976
174,3,360,-344,-16948,118,-57,3060
174,4,-68,136,-16900,54,-46,11043
174,5,-520,-300,-16928,49,-25,14216
174,6,72,36,-16852,51,-71,13877
174,7,-228,60,-16916,54,-66,7923
174,8,188,184,-16948,-3,-90,8937
174,9,-528,-404,-16816,129,246,6786
175,0,-636,-708,-16784,142,-81,9551
175,1,112,96,-16828,270,-111,5947
175,2,-160,56,-16928,35,-3,16571
175,3,680,-40,-16764,108,59,32767
175,4,-664,208,-16752,305,-36,30711
175,5,-24,184,-16924,281,40,23432
175,6,-76,-708,-16924,-70,146,19539
175,7,-296,-492,-16896,168,-16,23175
175,8,-108,-288,-16800,168,-17,15510
175,9,104,36,-16852,153,-5,9977
176,0,476,356,-16912,169,-119,-100
176,1,24,-96,-17004,-121,175,3016
176,2,244,536,-17064,64,-12,12751
176,3,360,-408,-17072,36,-57,12033
176,4,308,224,-16892,139,-89,7920
176,5,80,-300,-16984,106,-33,13683
176,6,1612,-560,-17188,107,-43,31255
176,7,-1384,-3100,-17092,40,14,18838
176,8,-352,92,-17052,-24,-53,10036
176,9,-660,244,-17060,273,-61,4758
177,0,6444,1416,-17048,-638,578,5933
177,1,400,-24,-17012,6,-98,6961
177,2,-1212,-68,-16908,-81,-105,18266
177,3,-480,168,-16988,79,-100,25652
177,4,-644,520,-17084,49,-19,32767
177,5,-1104,-388,-16924,-421,-327,15624
177,6,396,-204,-17004,78,-67,8187
177,7,120,-828,-16876,9,-148,13615
177,8,-428,644,-17196,-13,-45,8899
177,9,-148,-220,-17048,-23,-80,-57
178,0,36,-192,-16996,8,-45,-79
178,1,92,-212,-16916,43,-48,-88
178,2,-4,-236,-16964,41,-69,-235
178,3,-592,-460,-16884,11,-17,-4275
178,4,544,-236,-16772,52,-50,-7234
178,5,-320,-664,-16932,-15,-73,-8657
178,6,-172,-436,-17004,89,-72,-13623
178,7,284,632,-16896,125,-174,-17225
178,8,-524,-424,-16900,114,-169,-26572
178,9,416,-1236,-16792,26,-145,-27243
179,0,456,-708,-16772,20,-79,-32768
179,1,388,76,-16784,120,-176,-29560
179,2,-704,-580,-16928,127,-1,-19269
179,3,1420,676,-16948,-43,-55,-11348
179,4,-804,-520,-16688,52,-102,-8515
179,5,220,-728,-16812,115,-8,-16605
179,6,344,-1336,-16868,-1,-95,-11543
179,7,40,-432,-16808,-12,-1,-8449
179,8,72,-240,-16844,-18,-60,-211
179,9,64,-224,-16880,26,-87,-76
180,0,56,-228,-16984,68,-34,-78
180,1,0,-256,-16952,83,-87,-65
180,2,8,-196,-17036,94,-53,-121
180,3,116,-216,-16904,82,-44,-65
180,4,124,-328,-17028,101,-73,-101
180,5,100,-236,-17004,60,-81,-43
180,6,72,-20,-16912,49,-74,-1015
180,7,144,-168,-17008,91,-60,-62
180,8,12,-260,-17052,75,-70,-20
180,9,-40,228,-17056,67,-37,-1325
181,0,392,-2240,-16776,-7,-159,-222
181,1,-128,-2512,-17072,374,-153,-358
181,2,156,-1520,-17068,78,-87,-751
181,3,40,-1172,-17196,206,-190,-948
181,4,288,168,-16484,-323,94,-399
181,5,-1096,4620,-17040,-153,-89,-625
181,6,1028,88,-16964,39,40,-114
181,7,384,1136,-16760,-8,16,-232
181,8,-264,1152,-16900,42,-107,354
181,9,112,-296,-16868,75,-34,-60
182,0,40,-224,-16828,57,-16,-95
182,1,116,-224,-16928,85,6,-48
182,2,48,-260,-16980,102,-54,-133
182,3,88,-236,-16856,47,-48,-55
182,4,164,-236,-16880,39,-17,-55
182,5,44,-300,-16964,102,-53,-69
182,6,100,-204,-16832,56,-84,-58
182,7,124,-292,-16916,58,-55,-48
182,8,80,-324,-16908,24,-62,-29
182,9,108,-244,-16912,56,-77,-95
183,0,80,-284,-16920,84,-62,-15
183,1,-8,-120,-16928,73,-68,-139
183,2,92,48,-16896,108,-106,-1053
183,3,-412,1732,-16948,23,-15,275
183,4,-204,2876,-17148,265,-94,566
183,5,272,1080,-16448,83,-186,553
183,6,-1664,1076,-16808,-27,-136,2069
183,7,-704,-1160,-17232,-505,8,1458
183,8,-40,-1424,-17124,198,294,1771
183,9,592,-2380,-16964,2,-155,1840
184,0,72,-1252,-16848,-5,-94,949
184,1,148,-1532,-17016,-6,-129,104
184,2,-40,-344,-16840,106,-55,-100
184,3,120,-312,-16912,92,-20,-684
184,4,264,-612,-16880,90,-45,-698
184,5,72,-452,-16916,58,-70,-405
184,6,16,-320,-16980,22,-36,-54
184,7,88,-256,-16928,25,-44,-36
184,8,124,-240,-16952,73,-82,-47
184,9,220,-304,-16904,43,-34,-22
185,0,112,-264,-16888,47,-54,-64
185,1,160,-276,-16856,80,-62,-16
185,2,64,-364,-16900,47,-64,-67
185,3,64,-252,-16932,61,-64,-50
185,4,88,-276,-16872,45,-24,-74
185,5,156,-232,-16888,33,-59,-24
185,6,128,-264,-16896,46,-75,-64
185,7,124,-228,-16944,35,-24,-23
185,8,-520,-908,-16884,-11,-8,1496
185,9,-560,-1484,-16956,-91,-12,454
186,0,-908,-3488,-16984,139,182,579
186,1,1220,-3000,-17260,-173,-185,-970
186,2,2936,-1512,-16732,-79,-512,-1498
186,3,2972,2452,-17208,37,31,-2117
186,4,172,3800,-17148,41,-98,-2445
186,5,-828,2124,-16812,-196,204,-2359
186,6,-1756,1872,-16980,-242,208,-949
186,7,-1764,320,-17080,128,111,1546
186,8,-1556,304,-16796,389,273,1863
186,9,-1188,732,-16724,-137,-312,3615
187,0,-1632,-1460,-17304,396,-671,3181
187,1,-1608,-1520,-16452,535,220,1918
187,2,1872,-3852,-17988,124,-49,926
187,3,312,-2272,-16972,450,-11,-313
187,4,828,-2184,-16964,-53,492,856
187,5,2576,-2240,-17236,471,30,-1639
187,6,3308,-888,-16908,135,137,-3217
187,7,1644,1224,-16716,65,30,-3832
187,8,1756,1628,-17216,416,480,-3683
187,9,688,2924,-17708,284,-233,-3228
188,0,-1628,1844,-17232,504,53,166
188,1,-2756,1364,-16916,407,-104,2676
188,2,-2436,-436,-16916,-107,-83,2384
188,3,-1992,-1512,-17076,-183,-145,3264
188,4,-1236,-1040,-17404,365,-3,3713
188,5,-224,-1920,-16792,31,-491,2790
188,6,60,-1604,-16828,0,-203,2420
188,7,812,-2120,-16400,-24,50,-942
188,8,2140,-1236,-16580,118,-35,39
188,9,116,-240,-16984,108,-104,20
189,0,76,-176,-16948,87,-13,-87
189,1,84,-244,-16928,70,-58,-45
189,2,116,-324,-16976,90,-76,-27
189,3,120,-296,-16884,114,-72,-100
189,4,56,-264,-16972,64,-72,-65
189,5,72,-288,-16984,106,-51,-69
189,6,76,-260,-16980,99,-56,-54
189,7,88,-208,-16968,113,-53,-105
189,8,96,-220,-16976,142,-68,-86
189,9,56,-208,-16944,120,-48,-74
190,0,232,-188,-16980,133,-76,-79
190,1,688,-380,-16880,108,-64,821
190,2,1168,-748,-17340,128,-93,-622
190,3,164,-1280,-16880,85,-121,-1498
190,4,476,-1772,-17224,282,-236,-2184
190,5,-984,-1612,-16472,56,-5,-3499
190,6,-1272,-1188,-16596,-12,319,-3950
190,7,-1796,84,-17408,149,-33,-3584
190,8,-1644,1624,-16848,438,-387,-3464
190,9,-1372,3040,-16700,-6,-427,-668
191,0,108,4124,-17164,518,-474,-81
191,1,2980,1696,-17556,-278,-311,3226
191,2,2436,924,-17260,53,-526,4692
191,3,3492,-376,-16952,-325,-169,3969
191,4,3308,-1656,-16680,-131,54,1565
191,5,336,-3328,-16864,-332,-327,1016
191,6,-428,-1532,-17256,-289,-162,-1739
191,7,-1520,-2160,-17644,-103,141,-320
191,8,-1780,-1140,-17716,-396,743,-3369
191,9,-2376,-952,-17084,386,-595,-3909
192,0,-2388,-592,-17336,214,-211,-3674
192,1,-2844,-1120,-16512,-3,284,-2659
192,2,-2136,1000,-16956,257,282,-1387
192,3,-568,3668,-17208,-223,-349,-491
192,4,912,3124,-17140,-313,-153,2260
192,5,1648,1588,-17736,122,412,4897
192,6,2520,488,-16764,-38,-234,3869
192,7,3504,-2304,-17104,88,152,3081
192,8,1300,-1756,-16892,-43,332,63
192,9,2112,-2164,-16840,301,92,-185
193,0,496,-2956,-17120,-13,-182,-2416
193,1,-1880,-2172,-18160,422,529,-2655
193,2,-2396,-1036,-16752,61,-183,-2885
193,3,-1064,-824,-16520,-106,-275,-2631
193,4,-1620,-384,-16288,-308,41,-1432
193,5,-2196,1084,-16512,161,222,-1082
